Transaction_ID,Date,Drug_Name,Batch_Number,Qty_Sold,MRP_Unit_Price,Total_Amount
TXN-11563,2023-06-10,Dolo 650,DOL-2305-12,7,30,210
TXN-11564,2023-06-10,Telma 40,TEL-2305-98,4,220,880
TXN-11565,2023-06-10,Telma 40,TEL-2305-49,4,220,880
TXN-11566,2023-06-10,Glycomet 500,GLY-2305-80,5,22.5,112.5
TXN-11567,2023-01-01,Glycomet 500,,3,22.5,67.5
TXN-11568,2023-06-10,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11569,2023-06-10,Glycomet 500,GLY-2305-80,3,22.5,67.5
TXN-11570,2023-06-10,Pan 40,PAN-2305-20,4,155,620
TXN-11571,2023-06-10,Allegra 120,ALL-2306-14,5,198,990
TXN-11572,2023-06-10,Glycomet 500,GLY-2306-76,3,22.5,67.5
TXN-11573,2023-06-10,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11574,2023-06-11,Dolo 650,DOL-2305-12,6,30,180
TXN-11575,2023-06-11,Pan 40,PAN-2305-91,5,155,775
TXN-11576,2023-06-11,Telma 40,,2,220,440
TXN-11577,2023-06-11,Pan 40,PAN-2306-73,5,155,775
TXN-11578,2023-06-11,Dolo 650,DOL-2305-67,7,30,210
TXN-11579,2023-06-11,Pan 40,PAN-2305-20,5,155,775
TXN-11580,2023-06-11,Dolo 650,DOL-2305-67,8,30,240
TXN-11581,2023-06-11,Allegra 120,ALL-2305-35,5,198,990
TXN-11582,2023-06-11,Pan 40,PAN-2305-91,4,155,620
TXN-11583,2023-06-11,Telma 40,TEL-2305-98,2,220,440
TXN-11584,2023-06-11,Glycomet 500,GLY-2305-80,5,22.5,112.5
TXN-11585,2023-06-11,Allegra 120,,4,198,792
TXN-11586,2023-06-11,Telma 40,TEL-2305-49,3,220,660
TXN-11587,2023-06-12,Allegra 120,ALL-2305-58,5,198,990
TXN-11588,2023-06-12,Glycomet 500,GLY-2306-76,5,22.5,112.5
TXN-11589,2023-06-12,Dolo 650,DOL-2305-12,5,30,150
TXN-11590,2023-06-12,Pan 40,PAN-2305-91,4,155,620
TXN-11591,2023-06-12,Azithral 500,AZI-2306-19,5,118.5,592.5
TXN-11592,2023-06-12,Dolo 650,DOL-2305-67,4,30,120
TXN-11593,2023-06-12,Pan 40,PAN-2306-73,2,155,310
TXN-11594,2023-06-12,Azithral 500,AZI-2305-84,5,118.5,592.5
TXN-11595,2023-06-12,Dolo 650,DOL-2305-12,7,30,210
TXN-11596,2023-06-12,Pan 40,PAN-2306-73,4,155,620
TXN-11597,2023-06-12,Telma 40,TEL-2305-49,3,220,660
TXN-11598,2023-06-12,Telma 40,TEL-2305-49,4,220,880
TXN-11599,2023-06-12,Telma 40,TEL-2305-98,4,220,880
TXN-11600,2023-06-12,Telma 40,,3,220,660
TXN-11601,2023-06-13,Telma 40,TEL-2305-98,4,220,880
TXN-11602,2023-06-13,Allegra 120,,2,198,396
TXN-11603,2023-06-13,Glycomet 500,GLY-2305-80,4,22.5,90
TXN-11604,2023-06-13,Pan 40,PAN-2306-73,2,155,310
TXN-11605,2023-06-13,Allegra 120,ALL-2305-35,5,198,990
TXN-11606,2023-06-13,Allegra 120,ALL-2306-14,5,198,990
TXN-11607,2023-06-13,Azithral 500,AZI-2305-84,2,118.5,237
TXN-11608,2023-06-14,Glycomet 500,GLY-2306-76,4,22.5,90
TXN-11609,2023-06-14,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11610,2023-06-14,Dolo 650,DOL-2305-67,6,30,180
TXN-11611,2023-06-14,Pan 40,PAN-2306-73,1,155,155
TXN-11612,2023-06-14,Allegra 120,ALL-2306-14,5,198,990
TXN-11613,2023-06-15,Dolo 650,DOL-2305-67,4,30,120
TXN-11614,2023-06-15,Glycomet 500,GLY-2305-65,5,22.5,112.5
TXN-11615,2023-06-15,Azithral 500,AZI-2306-16,3,118.5,355.5
TXN-11616,2023-06-15,Pan 40,PAN-2305-20,5,155,775
TXN-11617,2023-06-15,Allegra 120,ALL-2305-58,4,198,792
TXN-11618,2023-06-15,Dolo 650,DOL-2306-93,10,30,300
TXN-11619,2023-06-15,Dolo 650,DOL-2306-93,4,30,120
TXN-11620,2023-06-16,Allegra 120,ALL-2306-84,5,198,990
TXN-11621,2023-06-16,Azithral 500,AZI-2306-19,4,118.5,474
TXN-11622,2023-06-16,Azithral 500,AZI-2306-16,2,118.5,237
TXN-11623,2023-06-16,Dolo 650,DOL-2305-67,5,30,150
TXN-11624,2023-06-16,Azithral 500,AZI-2306-16,2,118.5,237
TXN-11625,2023-06-16,Azithral 500,AZI-2306-16,2,118.5,237
TXN-11626,2023-06-17,Pan 40,PAN-2305-20,5,155,775
TXN-11627,2023-06-17,Azithral 500,AZI-2305-84,1,118.5,118.5
TXN-11628,2023-06-17,Dolo 650,DOL-2306-47,9,30,270
TXN-11629,2023-06-17,Pan 40,PAN-2306-73,5,155,775
TXN-11630,2023-06-17,Allegra 120,ALL-2306-84,1,198,198
TXN-11631,2023-06-17,Allegra 120,,5,198,990
TXN-11632,2023-06-18,Allegra 120,ALL-2306-14,4,198,792
TXN-11633,2023-06-18,Telma 40,TEL-2306-18,2,2200,440
TXN-11634,2023-06-18,Telma 40,TEL-2305-98,2,220,440
TXN-11635,2023-06-18,Allegra 120,ALL-2306-14,4,198,792
TXN-11636,2023-06-18,Pan 40,PAN-2306-73,1,155,155
TXN-11637,2023-06-18,Dolo 650,DOL-2306-93,4,30,120
TXN-11638,2023-06-18,Pan 40,PAN-2305-20,2,155,310
TXN-11639,2023-06-19,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11640,2023-06-19,Allegra 120,ALL-2306-84,4,198,792
TXN-11641,2023-06-19,Glycomet 500,GLY-2306-20,4,22.5,90
TXN-11642,2023-06-19,Allegra 120,ALL-2305-58,5,198,990
TXN-11643,2023-06-19,Pan 40,PAN-2306-73,4,155,620
TXN-11644,2023-06-19,Glycomet 500,GLY-2305-65,1,22.5,22.5
TXN-11645,2023-06-20,Glycomet 500,GLY-2305-65,4,22.5,90
TXN-11646,2023-06-20,Glycomet 500,GLY-2305-65,4,22.5,90
TXN-11647,2023-06-20,Pan 40,PAN-2306-73,2,155,310
TXN-11648,2023-06-20,Dolo 650,DOL-2306-93,4,30,120
TXN-11649,2023-06-20,Telma 40,TEL-2306-65,5,220,1100
TXN-11650,2023-06-20,Allegra 120,ALL-2305-58,1,198,198
TXN-11651,2023-06-20,Dolo 650,DOL-2305-67,6,30,180
TXN-11652,2023-06-20,Azithral 500,AZI-2306-19,5,118.5,592.5
TXN-11653,2023-06-20,Telma 40,TEL-2306-65,4,220,880
TXN-11654,2023-06-20,Dolo 650,DOL-2305-67,7,30,210
TXN-11655,2023-06-20,Azithral 500,AZI-2306-19,3,118.5,355.5
TXN-11656,2023-06-20,Telma 40,TEL-2305-98,3,220,660
TXN-11657,2023-06-20,Allegra 120,ALL-2306-14,1,198,198
TXN-11658,2023-06-20,Telma 40,TEL-2306-18,2,220,440
TXN-11659,2023-06-21,Allegra 120,ALL-2305-58,5,198,990
TXN-11660,2023-06-21,Pan 40,PAN-2306-73,1,155,155
TXN-11661,2023-06-21,Allegra 120,,2,198,396
TXN-11662,2023-06-21,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11663,2023-06-21,Glycomet 500,GLY-2305-65,1,22.5,22.5
TXN-11664,2023-06-22,Pan 40,PAN-2306-73,1,155,155
TXN-11665,2023-06-22,Pan 40,,3,155,465
TXN-11666,2023-06-22,Glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11667,2023-06-22,Telma 40,TEL-2305-98,3,220,660
TXN-11668,2023-06-22,Telma 40,TEL-2305-98,1,220,220
TXN-11669,2023-06-22,Dolo 650,DOL-2306-47,5,30,150
TXN-11670,2023-06-22,Telma 40,TEL-2305-98,5,220,1100
TXN-11671,2023-06-22,Azithral 500,AZI-2306-19,2,118.5,237
TXN-11672,2023-06-22,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11673,2023-06-22,Pan 40,PAN-2305-20,3,155,465
TXN-11674,2023-06-22,Pan 40,PAN-2306-73,1,155,155
TXN-11675,2023-06-22,Telma 40,TEL-2305-98,2,220,440
TXN-11676,2023-06-22,Telma 40,TEL-2305-98,4,220,880
TXN-11677,2023-06-22,Allegra 120,ALL-2305-58,2,198,396
TXN-11678,2023-06-23,Telma 40,TEL-2305-98,1,220,220
TXN-11679,2023-06-23,Glycomet 500,GLY-2305-65,5,22.5,112.5
TXN-11680,2023-06-23,Telma 40,TEL-2305-98,1,220,220
TXN-11681,2023-06-23,Azithral 500,AZI-2306-19,3,118.5,355.5
TXN-11682,2023-06-23,Pan 40,PAN-2306-73,4,155,620
TXN-11683,2023-06-23,Allegra 120,ALL-2305-58,2,198,396
TXN-11684,2023-06-23,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11685,2023-06-23,Allegra 120,ALL-2305-58,3,198,594
TXN-11686,2023-06-23,Glycomet 500,GLY-2306-20,4,22.5,90
TXN-11687,2023-06-23,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11688,2023-06-23,Pan 40,PAN-2306-73,3,155,465
TXN-11689,2023-06-23,Pan 40,PAN-2305-20,1,155,155
TXN-11690,2023-06-23,Pan 40,PAN-2306-73,1,155,155
TXN-11691,2023-06-23,Dolo 650,,4,30,120
TXN-11692,2023-06-23,Telma 40,TEL-2306-18,1,220,220
TXN-11693,2023-06-24,Glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11694,2023-06-24,Telma 40,TEL-2305-98,2,220,440
TXN-11695,2023-06-24,Azithral 500,AZI-2306-19,4,118.5,474
TXN-11696,2023-06-24,Dolo 650,DOL-2305-67,7,30,210
TXN-11697,2023-06-24,Pan 40,PAN-2306-73,5,155,775
TXN-11698,2023-06-24,Pan 40,PAN-2305-20,2,155,310
TXN-11699,2023-06-24,Telma 40,TEL-2306-18,3,220,660
TXN-11700,2023-06-24,Allegra 120,ALL-2305-58,5,198,990
TXN-11701,2023-06-24,Telma 40,TEL-2306-18,3,220,660
TXN-11702,2023-06-24,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11703,2023-06-24,Telma 40,TEL-2305-98,3,220,660
TXN-11704,2023-06-24,Pan 40,PAN-2306-73,2,155,310
TXN-11705,2023-06-24,Telma 40,TEL-2305-98,4,220,880
TXN-11706,2023-06-25,Allegra 120,ALL-2305-58,3,198,594
TXN-11707,2023-06-25,Telma 40,,5,220,1100
TXN-11708,2023-06-25,Telma 40,TEL-2306-65,1,220,220
TXN-11709,2023-06-25,Allegra 120,ALL-2305-58,1,198,198
TXN-11710,2023-06-25,Allegra 120,ALL-2306-84,4,198,792
TXN-11711,2023-06-25,Azithral 500,AZI-2306-19,4,118.5,474
TXN-11712,2023-06-25,Pan 40,PAN-2306-73,1,155,155
TXN-11713,2023-06-25,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11714,2023-06-25,Allegra 120,ALL-2306-84,4,198,792
TXN-11715,2023-06-25,Glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11716,2023-06-25,Telma 40,TEL-2305-98,1,220,220
TXN-11717,2023-06-25,Telma 40,TEL-2306-18,1,220,220
TXN-11718,2023-06-25,Allegra 120,ALL-2306-84,4,198,792
TXN-11719,2023-06-26,Azithral 500,AZI-2306-16,4,118.5,474
TXN-11720,2023-06-26,Allegra 120,ALL-2306-14,2,198,396
TXN-11721,2023-06-26,Allegra 120,ALL-2306-14,1,198,198
TXN-11722,2023-06-26,Azithral 500,AZI-2306-19,5,118.5,592.5
TXN-11723,2023-06-26,Pan 40,PAN-2306-73,2,155,310
TXN-11724,2023-06-26,Dolo 650,DOL-2306-47,6,30,180
TXN-11725,2023-06-26,Allegra 120,ALL-2306-14,1,198,198
TXN-11726,2023-06-26,Telma 40,TEL-2306-65,5,220,1100
TXN-11727,2023-06-26,Allegra 120,ALL-2305-58,5,198,990
TXN-11728,2023-06-26,Telma 40,TEL-2306-18,3,220,660
TXN-11729,2023-06-26,Pan 40,PAN-2305-20,5,155,775
TXN-11730,2023-06-26,Telma 40,TEL-2305-98,2,220,440
TXN-11731,2023-06-26,Glycomet 500,GLY-2305-65,5,22.5,112.5
TXN-11732,2023-06-26,Pan 40,,3,155,465
TXN-11733,2023-06-27,Azithral 500,AZI-2305-84,1,118.5,118.5
TXN-11734,2023-06-27,Dolo 650,DOL-2306-47,4,30,120
TXN-11735,2023-06-27,Pan 40,PAN-2306-73,3,155,465
TXN-11736,2023-06-27,Azithral 500,AZI-2305-84,3,118.5,355.5
TXN-11737,2023-06-27,Dolo 650,DOL-2305-67,7,30,210
TXN-11738,2023-06-27,Telma 40,TEL-2305-98,1,220,220
TXN-11739,2023-06-27,Pan 40,PAN-2306-73,5,155,775
TXN-11740,2023-06-27,Azithral 500,AZI-2306-19,2,118.5,237
TXN-11741,2023-01-01,Telma 40,TEL-2306-18,1,220,220
TXN-11742,2023-06-27,Azithral 500,AZI-2305-84,3,118.5,355.5
TXN-11743,2023-06-27,Allegra 120,ALL-2306-84,5,198,990
TXN-11744,2023-06-27,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11745,2023-06-28,Azithral 500,,4,118.5,474
TXN-11746,2023-06-28,Azithral 500,AZI-2306-19,4,118.5,474
TXN-11747,2023-06-28,Dolo 650,DOL-2306-47,6,30,180
TXN-11748,2023-06-28,Pan 40,PAN-2306-73,1,155,155
TXN-11749,2023-06-28,Glycomet 500,GLY-2305-65,2,22.5,45
TXN-11750,2023-06-28,Dolo 650,,3,30,90
TXN-11751,2023-06-28,Pan 40,PAN-2306-73,5,155,775
TXN-11752,2023-06-28,Dolo 650,DOL-2305-67,6,30,180
TXN-11753,2023-06-29,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11754,2023-06-29,Dolo 650,DOL-2306-47,8,30,240
TXN-11755,2023-06-29,Glycomet 500,GLY-2306-20,4,22.5,90
TXN-11756,2023-06-29,Glycomet 500,GLY-2306-76,3,22.5,67.5
TXN-11757,2023-06-29,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11758,2023-06-29,Allegra 120,ALL-2305-58,1,198,198
TXN-11759,2023-06-29,Pan 40,PAN-2306-73,2,155,310
TXN-11760,2023-06-29,Pan 40,PAN-2305-20,1,155,155
TXN-11761,2023-06-29,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11762,2023-06-29,Telma 40,TEL-2306-65,5,220,1100
TXN-11763,2023-06-29,Telma 40,TEL-2305-98,4,220,880
TXN-11764,2023-06-29,Dolo 650,DOL-2306-47,7,30,210
TXN-11765,2023-06-29,Azithral 500,AZI-2306-19,3,118.5,355.5
TXN-11766,2023-06-29,Pan 40,PAN-2306-73,2,155,310
TXN-11767,2023-06-30,Azithral 500,AZI-2306-19,5,118.5,592.5
TXN-11768,2023-06-30,Dolo 650,DOL-2305-67,7,30,210
TXN-11769,2023-06-30,Telma 40,TEL-2306-18,1,220,220
TXN-11770,2023-06-30,Allegra 120,ALL-2306-84,1,198,198
TXN-11771,2023-06-30,Azithral 500,AZI-2305-84,4,118.5,474
TXN-11772,2023-06-30,Dolo 650,DOL-2306-93,7,30,210
TXN-11773,2023-06-30,Allegra 120,ALL-2305-58,4,198,792
TXN-11774,2023-06-30,Allegra 120,ALL-2306-14,1,198,198
TXN-11775,2023-06-30,Glycomet 500,GLY-2305-65,5,22.5,112.5
TXN-11776,2023-06-30,Pan 40,PAN-2306-73,4,155,620
TXN-11777,2023-06-30,Allegra 120,ALL-2306-84,5,198,990
TXN-11778,2023-06-30,Azithral 500,AZI-2306-16,5,118.5,592.5
TXN-11779,2023-06-30,Glycomet 500,,5,22.5,112.5
TXN-11780,2023-06-30,Dolo 650,DOL-2306-47,7,30,210
TXN-11781,2023-07-01,Telma 40,TEL-2305-98,5,220,1100
TXN-11782,2023-07-01,Pan 40,PAN-2306-73,2,155,310
TXN-11783,2023-07-01,Dolo 650,DOL-2306-93,8,30,240
TXN-11784,2023-07-01,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11785,2023-07-01,Allegra 120,ALL-2305-58,1,198,198
TXN-11786,2023-07-01,Allegra 120,ALL-2306-14,4,198,792
TXN-11787,2023-07-01,Azithral 500,AZI-2306-19,5,118.5,592.5
TXN-11788,2023-07-01,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11789,2023-07-01,Glycomet 500,GLY-2306-20,3,22.5,67.5
TXN-11790,2023-07-01,Pan 40,PAN-2305-20,3,155,465
TXN-11791,2023-07-01,Allegra 120,ALL-2306-84,4,198,792
TXN-11792,2023-07-01,Dolo 650,,8,30,240
TXN-11793,2023-07-01,Azithral 500,AZI-2306-19,4,118.5,474
TXN-11794,2023-07-02,Azithral 500,AZI-2305-84,1,118.5,118.5
TXN-11795,2023-07-02,Glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11796,2023-07-02,Pan 40,PAN-2305-20,4,155,620
TXN-11797,2023-07-02,Dolo 650,,6,30,180
TXN-11798,2023-07-02,Glycomet 500,GLY-2305-65,5,22.5,112.5
TXN-11799,2023-07-02,Pan 40,PAN-2306-73,3,155,465
TXN-11800,2023-07-02,Glycomet 500,GLY-2306-76,2,22.5,45
TXN-11801,2023-07-02,Telma 40,TEL-2306-65,4,220,880
TXN-11802,2023-07-02,Dolo 650,DOL-2305-67,3,30,90
TXN-11803,2023-07-02,Azithral 500,AZI-2306-16,3,118.5,355.5
TXN-11804,2023-07-03,Dolo 650,DOL-2306-47,7,30,210
TXN-11805,2023-07-03,Pan 40,PAN-2306-73,5,155,775
TXN-11806,2023-07-03,Allegra 120,,5,198,990
TXN-11807,2023-07-03,Pan 40,PAN-2306-73,1,155,155
TXN-11808,2023-07-03,Pan 40,PAN-2305-20,4,155,620
TXN-11809,2023-07-03,Pan 40,PAN-2306-73,1,155,155
TXN-11810,2023-07-03,Telma 40,,5,220,1100
TXN-11811,2023-07-03,Dolo 650,DOL-2306-47,6,30,180
TXN-11812,2023-07-04,Telma 40,TEL-2306-65,3,220,660
TXN-11813,2023-07-04,Allegra 120,ALL-2306-84,5,198,990
TXN-11814,2023-07-04,Allegra 120,ALL-2306-14,1,198,198
TXN-11815,2023-07-04,Allegra 120,ALL-2307-47,3,198,594
TXN-11816,2023-07-04,Pan 40,,1,155,155
TXN-11817,2023-07-04,Telma 40,TEL-2306-65,3,220,660
TXN-11818,2023-07-04,Pan 40,PAN-2306-73,4,155,620
TXN-11819,2023-07-04,Glycomet 500,GLY-2307-71,3,22.5,67.5
TXN-11820,2023-07-04,Telma 40,TEL-2307-85,1,220,220
TXN-11821,2023-07-04,Telma 40,TEL-2307-85,2,220,440
TXN-11822,2023-07-04,Pan 40,,1,155,155
TXN-11823,2023-07-05,Azithral 500,AZI-2306-19,4,118.5,474
TXN-11824,2023-07-05,Pan 40,PAN-2306-73,3,155,465
TXN-11825,2023-07-05,Allegra 120,ALL-2306-14,2,198,396
TXN-11826,2023-07-05,Telma 40,TEL-2307-85,3,220,660
TXN-11827,2023-07-05,Dolo 650,,5,30,150
TXN-11828,2023-07-05,Glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11829,2023-07-05,Pan 40,PAN-2307-41,5,155,775
TXN-11830,2023-07-06,Telma 40,TEL-2306-65,4,220,880
TXN-11831,2023-07-06,Allegra 120,ALL-2306-14,1,198,198
TXN-11832,2023-07-06,Azithral 500,AZI-2307-51,4,118.5,474
TXN-11833,2023-07-06,Dolo 650,,7,30,210
TXN-11834,2023-07-06,Allegra 120,ALL-2306-14,5,198,990
TXN-11835,2023-07-06,Azithral 500,AZI-2306-19,3,118.5,355.5
TXN-11836,2023-07-06,Telma 40,TEL-2307-85,2,220,440
TXN-11837,2023-07-06,Glycomet 500,GLY-2306-20,2,22.5,45
TXN-11838,2023-01-01,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11839,2023-07-06,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11840,2023-07-06,Telma 40,TEL-2306-18,5,220,1100
TXN-11841,2023-07-06,Glycomet 500,GLY-2307-71,3,22.5,67.5
TXN-11842,2023-07-06,Pan 40,PAN-2306-73,2,155,310
TXN-11843,2023-07-06,Pan 40,PAN-2306-73,4,155,620
TXN-11844,2023-07-06,Pan 40,PAN-2307-41,2,155,310
TXN-11845,2023-07-07,Azithral 500,AZI-2307-51,5,118.5,592.5
TXN-11846,2023-07-07,Telma 40,TEL-2306-18,4,220,880
TXN-11847,2023-01-01,Telma 40,TEL-2307-85,5,220,1100
TXN-11848,2023-07-07,Telma 40,TEL-2306-65,5,220,1100
TXN-11849,2023-07-07,Telma 40,TEL-2306-18,5,220,1100
TXN-11850,2023-07-07,Telma 40,TEL-2307-85,1,220,220
TXN-11851,2023-07-07,Dolo 650,DOL-2307-25,8,30,240
TXN-11852,2023-01-01,Allegra 120,ALL-2306-14,3,198,594
TXN-11853,2023-07-07,Azithral 500,AZI-2306-19,1,118.5,118.5
TXN-11854,2023-07-07,Telma 40,TEL-2306-18,1,220,220
TXN-11855,2023-07-07,Telma 40,TEL-2306-65,5,220,1100
TXN-11856,2023-07-07,Azithral 500,AZI-2306-19,2,118.5,237
TXN-11857,2023-07-07,Telma 40,TEL-2306-18,4,220,880
TXN-11858,2023-07-08,Dolo 650,DOL-2307-25,9,30,270
TXN-11859,2023-07-08,Pan 40,PAN-2306-73,5,155,775
TXN-11860,2023-07-08,Glycomet 500,,2,22.5,45
TXN-11861,2023-07-08,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11862,2023-07-08,Glycomet 500,GLY-2306-76,5,22.5,112.5
TXN-11863,2023-07-08,Pan 40,PAN-2306-73,2,155,310
TXN-11864,2023-07-08,Telma 40,TEL-2307-85,4,220,880
TXN-11865,2023-07-08,Allegra 120,,3,198,594
TXN-11866,2023-07-08,Telma 40,TEL-2306-18,2,220,440
TXN-11867,2023-07-08,Telma 40,TEL-2306-65,2,220,440
TXN-11868,2023-07-08,Allegra 120,ALL-2306-84,5,198,990
TXN-11869,2023-07-08,Telma 40,,5,220,1100
TXN-11870,2023-07-08,Pan 40,PAN-2306-73,1,155,155
TXN-11871,2023-07-09,Allegra 120,ALL-2307-47,5,198,990
TXN-11872,2023-07-09,Azithral 500,AZI-2306-19,2,118.5,237
TXN-11873,2023-07-09,Allegra 120,ALL-2306-84,1,198,198
TXN-11874,2023-07-09,Pan 40,PAN-2306-73,2,155,310
TXN-11875,2023-07-09,Allegra 120,,3,198,594
TXN-11876,2023-07-09,Glycomet 500,,2,22.5,45
TXN-11877,2023-07-09,Glycomet 500,GLY-2307-71,2,22.5,45
TXN-11878,2023-07-09,Azithral 500,AZI-2307-51,1,118.5,118.5
TXN-11879,2023-07-09,Glycomet 500,GLY-2306-76,2,22.5,45
TXN-11880,2023-07-09,Telma 40,TEL-2307-85,1,220,220
TXN-11881,2023-07-09,Allegra 120,ALL-2307-47,5,198,990
TXN-11882,2023-07-09,Telma 40,TEL-2306-65,4,220,880
TXN-11883,2023-07-09,Telma 40,TEL-2307-85,4,220,880
TXN-11884,2023-07-10,Dolo 650,DOL-2306-47,7,30,210
TXN-11885,2023-07-10,Azithral 500,AZI-2306-19,4,118.5,474
TXN-11886,2023-07-10,Dolo 650,DOL-2307-25,4,30,120
TXN-11887,2023-07-10,Allegra 120,ALL-2306-84,2,198,396
TXN-11888,2023-07-10,Telma 40,TEL-2307-85,5,220,1100
TXN-11889,2023-07-10,Dolo 650,DOL-2306-93,10,30,300
TXN-11890,2023-07-10,Dolo 650,,7,30,210
TXN-11891,2023-07-10,Pan 40,PAN-2307-41,3,155,465
TXN-11892,2023-07-10,Telma 40,TEL-2307-85,4,220,880
TXN-11893,2023-07-10,Telma 40,TEL-2307-85,3,220,660
TXN-11894,2023-07-10,Dolo 650,DOL-2307-25,5,30,150
TXN-11895,2023-07-10,Allegra 120,ALL-2307-47,2,198,396
TXN-11896,2023-07-11,Azithral 500,AZI-2306-16,2,118.5,237
TXN-11897,2023-07-11,Azithral 500,AZI-2307-51,3,118.5,355.5
TXN-11898,2023-07-11,Glycomet 500,GLY-2306-20,2,22.5,45
TXN-11899,2023-07-11,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11900,2023-07-11,Telma 40,TEL-2307-85,4,220,880
TXN-11901,2023-07-11,Glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11902,2023-07-12,Pan 40,PAN-2306-73,5,155,775
TXN-11903,2023-07-12,Pan 40,PAN-2306-73,3,155,465
TXN-11904,2023-07-12,Pan 40,,5,155,775
TXN-11905,2023-07-12,Dolo 650,DOL-2306-93,5,30,150
TXN-11906,2023-07-12,Allegra 120,,1,198,198
TXN-11907,2023-07-12,Glycomet 500,GLY-2306-20,5,22.5,112.5
TXN-11908,2023-07-13,Allegra 120,ALL-2307-47,4,198,792
TXN-11909,2023-07-13,Azithral 500,AZI-2307-51,1,118.5,118.5
TXN-11910,2023-07-13,Telma 40,TEL-2306-18,2,220,440
TXN-11911,2023-07-13,Dolo 650,DOL-2307-25,7,30,210
TXN-11912,2023-07-13,Glycomet 500,GLY-2307-71,5,22.5,112.5
TXN-11913,2023-07-13,Pan 40,PAN-2306-73,1,,155
TXN-11914,2023-07-13,Glycomet 500,GLY-2306-20,3,22.5,67.5
TXN-11915,2023-07-13,Glycomet 500,GLY-2307-71,1,22.5,22.5
TXN-11916,2023-07-13,Glycomet 500,GLY-2307-71,5,22.5,112.5
TXN-11917,2023-07-13,Pan 40,PAN-2306-73,5,155,775
TXN-11918,2023-07-13,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11919,2023-07-13,Dolo 650,DOL-2306-47,6,30,180
TXN-11920,2023-07-13,Glycomet 500,GLY-2307-71,3,22.5,67.5
TXN-11921,2023-07-14,Pan 40,PAN-2306-73,4,155,620
TXN-11922,2023-07-14,Glycomet 500,GLY-2306-76,2,22.5,45
TXN-11923,2023-07-14,Glycomet 500,GLY-2306-20,1,22.5,22.5
TXN-11924,2023-07-14,Azithral 500,,1,118.5,118.5
TXN-11925,2023-07-14,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11926,2023-07-14,Dolo 650,DOL-2306-47,7,30,210
TXN-11927,2023-07-14,Telma 40,TEL-2307-85,3,220,660
TXN-11928,2023-07-14,Telma 40,TEL-2306-65,5,220,1100
TXN-11929,2023-07-14,Azithral 500,,3,118.5,355.5
TXN-11930,2023-07-14,Azithral 500,AZI-2306-16,1,118.5,118.5
TXN-11931,2023-07-14,Telma 40,TEL-2307-85,1,220,220
TXN-11932,2023-07-15,Dolo 650,DOL-2307-25,10,30,300
TXN-11933,2023-07-15,Allegra 120,ALL-2306-84,5,198,990
TXN-11934,2023-07-15,Pan 40,PAN-2306-73,5,155,775
TXN-11935,2023-07-15,Azithral 500,AZI-2306-19,2,118.5,237
TXN-11936,2023-07-15,Telma 40,TEL-2306-18,4,220,880
TXN-11937,2023-07-15,Pan 40,PAN-2306-73,5,155,775
TXN-11938,2023-07-15,Telma 40,TEL-2306-65,3,220,660
TXN-11939,2023-07-15,Glycomet 500,GLY-2307-71,5,22.5,112.5
TXN-11940,2023-07-15,Allegra 120,ALL-2307-47,3,198,594
TXN-11941,2023-07-15,Azithral 500,AZI-2306-19,2,118.5,237
TXN-11942,2023-07-15,Allegra 120,ALL-2306-14,4,198,792
TXN-11943,2023-07-15,Allegra 120,ALL-2307-47,5,198,990
TXN-11944,2023-07-16,Glycomet 500,GLY-2306-76,1,22.5,22.5
TXN-11945,2023-07-16,Telma 40,TEL-2307-85,4,,880
TXN-11946,2023-07-16,Telma 40,TEL-2307-85,3,220,660
TXN-11947,2023-07-16,Telma 40,TEL-2306-18,1,220,220
